hpi_flavor,frequency,place_name,yr,period,index_nsa
all-transactions,quarterly,Arizona,1981,4,110.38
all-transactions,quarterly,Arizona,1982,1,106.35
all-transactions,quarterly,Arizona,1982,2,111.76
all-transactions,quarterly,Arizona,1982,3,108.58
all-transactions,quarterly,Arizona,1982,4,110.39
all-transactions,quarterly,Arizona,1983,1,119.52
all-transactions,quarterly,Arizona,1983,2,119.57
all-transactions,quarterly,Arizona,1983,3,115.52
all-transactions,quarterly,Arizona,1983,4,113.74
all-transactions,quarterly,Arizona,1984,1,117.41
all-transactions,quarterly,Arizona,1984,2,122.14
all-transactions,quarterly,Arizona,1984,3,122.98
all-transactions,quarterly,Arizona,1984,4,122.11
all-transactions,quarterly,Arizona,1985,1,125.19
all-transactions,quarterly,Arizona,1985,2,125.43
all-transactions,quarterly,Arizona,1985,3,127.51
all-transactions,quarterly,Arizona,1985,4,128.78
all-transactions,quarterly,Arizona,1986,1,131.4
all-transactions,quarterly,Arizona,1986,2,135.35
all-transactions,quarterly,Arizona,1986,3,135.39
all-transactions,quarterly,Arizona,1986,4,133.56
all-transactions,quarterly,Arizona,1987,1,137.76
all-transactions,quarterly,Arizona,1987,2,136.64
all-transactions,quarterly,Arizona,1987,3,135.94
all-transactions,quarterly,Arizona,1987,4,133.35
all-transactions,quarterly,Arizona,1988,1,134.77
all-transactions,quarterly,Arizona,1988,2,136.17
all-transactions,quarterly,Arizona,1988,3,133.99
all-transactions,quarterly,Arizona,1988,4,134.5
all-transactions,quarterly,Arizona,1989,1,132.99
all-transactions,quarterly,Arizona,1989,2,132.74
all-transactions,quarterly,Arizona,1989,3,134.79
all-transactions,quarterly,Arizona,1989,4,133.84
all-transactions,quarterly,Arizona,1990,1,133.66
all-transactions,quarterly,Arizona,1990,2,132.91
all-transactions,quarterly,Arizona,1990,3,133.9
all-transactions,quarterly,Arizona,1990,4,132.7
all-transactions,quarterly,Arizona,1991,1,134.84
all-transactions,quarterly,Arizona,1991,2,135.95
all-transactions,quarterly,Arizona,1991,3,135.29
all-transactions,quarterly,Arizona,1991,4,139.21
all-transactions,quarterly,Arizona,1992,1,140.04
all-transactions,quarterly,Arizona,1992,2,139.72
all-transactions,quarterly,Arizona,1992,3,140.57
all-transactions,quarterly,Arizona,1992,4,141.33
all-transactions,quarterly,Arizona,1993,1,141.45
all-transactions,quarterly,Arizona,1993,2,143.1
all-transactions,quarterly,Arizona,1993,3,144.25
all-transactions,quarterly,Arizona,1993,4,146.15
all-transactions,quarterly,Arizona,1994,1,148.12
all-transactions,quarterly,Arizona,1994,2,150.18
all-transactions,quarterly,Arizona,1994,3,151.85
all-transactions,quarterly,Arizona,1994,4,153.74
all-transactions,quarterly,Arizona,1995,1,155.56
all-transactions,quarterly,Arizona,1995,2,158.37
all-transactions,quarterly,Arizona,1995,3,161.39
all-transactions,quarterly,Arizona,1995,4,163.25
all-transactions,quarterly,Arizona,1996,1,165.94
all-transactions,quarterly,Arizona,1996,2,166.18
all-transactions,quarterly,Arizona,1996,3,167.75
all-transactions,quarterly,Arizona,1996,4,169.43
all-transactions,quarterly,Arizona,1997,1,170.96
all-transactions,quarterly,Arizona,1997,2,172.09
all-transactions,quarterly,Arizona,1997,3,175.17
all-transactions,quarterly,Arizona,1997,4,177.74
all-transactions,quarterly,Arizona,1998,1,180.08
all-transactions,quarterly,Arizona,1998,2,181.82
all-transactions,quarterly,Arizona,1998,3,184.25
all-transactions,quarterly,Arizona,1998,4,186.56
all-transactions,quarterly,Arizona,1999,1,188.59
all-transactions,quarterly,Arizona,1999,2,191.01
all-transactions,quarterly,Arizona,1999,3,193.8
all-transactions,quarterly,Arizona,1999,4,195.65
all-transactions,quarterly,Arizona,2000,1,200.03
all-transactions,quarterly,Arizona,2000,2,202.4
all-transactions,quarterly,Arizona,2000,3,205.05
all-transactions,quarterly,Arizona,2000,4,208.2
all-transactions,quarterly,Arizona,2001,1,212.92
all-transactions,quarterly,Arizona,2001,2,216.16
all-transactions,quarterly,Arizona,2001,3,219.32
all-transactions,quarterly,Arizona,2001,4,221.47
all-transactions,quarterly,Arizona,2002,1,224.54
all-transactions,quarterly,Arizona,2002,2,227.45
all-transactions,quarterly,Arizona,2002,3,231.37
all-transactions,quarterly,Arizona,2002,4,234.06
all-transactions,quarterly,Arizona,2003,1,236.84
all-transactions,quarterly,Arizona,2003,2,239.3
all-transactions,quarterly,Arizona,2003,3,242.95
all-transactions,quarterly,Arizona,2003,4,251.21
all-transactions,quarterly,Arizona,2004,1,255.49
all-transactions,quarterly,Arizona,2004,2,264.59
all-transactions,quarterly,Arizona,2004,3,280.32
all-transactions,quarterly,Arizona,2004,4,291.67
all-transactions,quarterly,Arizona,2005,1,309.4
all-transactions,quarterly,Arizona,2005,2,341.5
all-transactions,quarterly,Arizona,2005,3,370.24
all-transactions,quarterly,Arizona,2005,4,395.77
all-transactions,quarterly,Arizona,2006,1,410.64
all-transactions,quarterly,Arizona,2006,2,419.38
all-transactions,quarterly,Arizona,2006,3,423.19
all-transactions,quarterly,Arizona,2006,4,426.51
all-transactions,quarterly,Arizona,2007,1,424.61
all-transactions,quarterly,Arizona,2007,2,420.92
all-transactions,quarterly,Arizona,2007,3,411.39
all-transactions,quarterly,Arizona,2007,4,404.33
all-transactions,quarterly,Arizona,2008,1,390.72
all-transactions,quarterly,Arizona,2008,2,368.02
all-transactions,quarterly,Arizona,2008,3,341.32
all-transactions,quarterly,Arizona,2008,4,328.79
all-transactions,quarterly,Arizona,2009,1,327.77
all-transactions,quarterly,Arizona,2009,2,304.03
all-transactions,quarterly,Arizona,2009,3,288.11
all-transactions,quarterly,Arizona,2009,4,279.67
all-transactions,quarterly,Arizona,2010,1,271.97
all-transactions,quarterly,Arizona,2010,2,262.48
all-transactions,quarterly,Arizona,2010,3,262.04
all-transactions,quarterly,Arizona,2010,4,254.96
all-transactions,quarterly,Arizona,2011,1,241.36
all-transactions,quarterly,Arizona,2011,2,229.8
all-transactions,quarterly,Arizona,2011,3,231.54
all-transactions,quarterly,Arizona,2011,4,236.36
all-transactions,quarterly,Arizona,2012,1,235.05
all-transactions,quarterly,Arizona,2012,2,238.31
all-transactions,quarterly,Arizona,2012,3,247.73
all-transactions,quarterly,Arizona,2012,4,255.51
all-transactions,quarterly,Arizona,2013,1,261.97
all-transactions,quarterly,Arizona,2013,2,274
all-transactions,quarterly,Arizona,2013,3,283.44
all-transactions,quarterly,Arizona,2013,4,291.14
all-transactions,quarterly,Arizona,2014,1,296.85
all-transactions,quarterly,Arizona,2014,2,301.85
all-transactions,quarterly,Arizona,2014,3,304.86
all-transactions,quarterly,Arizona,2014,4,309.85
all-transactions,quarterly,Arizona,2015,1,311.65
all-transactions,quarterly,Arizona,2015,2,318.93
all-transactions,quarterly,Arizona,2015,3,326.49
all-transactions,quarterly,Arizona,2015,4,331.29
all-transactions,quarterly,Arizona,2016,1,334.5
all-transactions,quarterly,Arizona,2016,2,342.14
all-transactions,quarterly,Arizona,2016,3,347.57
all-transactions,quarterly,Arizona,2016,4,353.45
all-transactions,quarterly,Arizona,2017,1,360.45
all-transactions,quarterly,Arizona,2017,2,371.25
all-transactions,quarterly,Arizona,2017,3,380.17
all-transactions,quarterly,Arizona,2017,4,384.55
all-transactions,quarterly,Arizona,2018,1,393.96
all-transactions,quarterly,Arizona,2018,2,404.86
all-transactions,quarterly,Arizona,2018,3,413.76
all-transactions,quarterly,California,1975,1,41.63
all-transactions,quarterly,California,1975,2,42.76
all-transactions,quarterly,California,1975,3,44.25
all-transactions,quarterly,California,1975,4,45.85
all-transactions,quarterly,California,1976,1,47.75
all-transactions,quarterly,California,1976,2,50.24
all-transactions,quarterly,California,1976,3,53.54
all-transactions,quarterly,California,1976,4,55.48
all-transactions,quarterly,California,1977,1,57.99
all-transactions,quarterly,California,1977,2,62.98
all-transactions,quarterly,California,1977,3,67.93
all-transactions,quarterly,California,1977,4,70.61
all-transactions,quarterly,California,1978,1,73.2
all-transactions,quarterly,California,1978,2,75.98
all-transactions,quarterly,California,1978,3,78.6
all-transactions,quarterly,California,1978,4,81.62
all-transactions,quarterly,California,1979,1,84.83
all-transactions,quarterly,California,1979,2,88.59
all-transactions,quarterly,California,1979,3,93.09
all-transactions,quarterly,California,1979,4,96.34
all-transactions,quarterly,California,1980,1,100
all-transactions,quarterly,California,1980,2,102.91
all-transactions,quarterly,California,1980,3,106.59
all-transactions,quarterly,California,1980,4,108.41
all-transactions,quarterly,California,1981,1,110.7
all-transactions,quarterly,California,1981,2,113.13
all-transactions,quarterly,California,1981,3,116.54
all-transactions,quarterly,California,1981,4,117.82
all-transactions,quarterly,California,1982,1,115.4
all-transactions,quarterly,California,1982,2,116.4
all-transactions,quarterly,California,1982,3,116.96
all-transactions,quarterly,California,1982,4,116.92
all-transactions,quarterly,California,1983,1,117.77
all-transactions,quarterly,California,1983,2,117.8
all-transactions,quarterly,California,1983,3,117.58
all-transactions,quarterly,California,1983,4,118
all-transactions,quarterly,California,1984,1,119.8
all-transactions,quarterly,California,1984,2,120.43
all-transactions,quarterly,California,1984,3,121.9
all-transactions,quarterly,California,1984,4,122.98
all-transactions,quarterly,California,1985,1,124.71
all-transactions,quarterly,California,1985,2,126.54
all-transactions,quarterly,California,1985,3,129.37
all-transactions,quarterly,California,1985,4,130.77
all-transactions,quarterly,California,1986,1,132.44
all-transactions,quarterly,California,1986,2,135
all-transactions,quarterly,California,1986,3,137.93
all-transactions,quarterly,California,1986,4,141.27
all-transactions,quarterly,California,1987,1,144.92
all-transactions,quarterly,California,1987,2,148.44
all-transactions,quarterly,California,1987,3,153.13
all-transactions,quarterly,California,1987,4,157.47
all-transactions,quarterly,California,1988,1,163.23
all-transactions,quarterly,California,1988,2,169.99
all-transactions,quarterly,California,1988,3,178.09
all-transactions,quarterly,California,1988,4,187.91
all-transactions,quarterly,California,1989,1,196.65
all-transactions,quarterly,California,1989,2,206.37
all-transactions,quarterly,California,1989,3,218.25
all-transactions,quarterly,California,1989,4,225.16
all-transactions,quarterly,California,1990,1,227.87
all-transactions,quarterly,California,1990,2,228.63
all-transactions,quarterly,California,1990,3,230.54
all-transactions,quarterly,California,1990,4,229
all-transactions,quarterly,California,1991,1,228.78
all-transactions,quarterly,California,1991,2,227.34
all-transactions,quarterly,California,1991,3,227.35
all-transactions,quarterly,California,1991,4,229.03
all-transactions,quarterly,California,1992,1,227.8
all-transactions,quarterly,California,1992,2,225.44
all-transactions,quarterly,California,1992,3,225
all-transactions,quarterly,California,1992,4,222.9
all-transactions,quarterly,California,1993,1,219.39
all-transactions,quarterly,California,1993,2,217.52
all-transactions,quarterly,California,1993,3,215.67
all-transactions,quarterly,California,1993,4,214.37
all-transactions,quarterly,California,1994,1,212.24
all-transactions,quarterly,California,1994,2,207.14
all-transactions,quarterly,California,1994,3,204.08
all-transactions,quarterly,California,1994,4,201.05
all-transactions,quarterly,California,1995,1,199.76
all-transactions,quarterly,California,1995,2,201.61
all-transactions,quarterly,California,1995,3,203.9
all-transactions,quarterly,California,1995,4,203.62
all-transactions,quarterly,California,1996,1,203.63
all-transactions,quarterly,California,1996,2,201.02
all-transactions,quarterly,California,1996,3,200.65
all-transactions,quarterly,California,1996,4,201.69
all-transactions,quarterly,California,1997,1,202.72
all-transactions,quarterly,California,1997,2,204.74
all-transactions,quarterly,California,1997,3,208.83
all-transactions,quarterly,California,1997,4,212.48
all-transactions,quarterly,California,1998,1,217.05
all-transactions,quarterly,California,1998,2,221.73
all-transactions,quarterly,California,1998,3,227.53
all-transactions,quarterly,California,1998,4,231.89
all-transactions,quarterly,California,1999,1,235.48
all-transactions,quarterly,California,1999,2,239.54
all-transactions,quarterly,California,1999,3,245.01
all-transactions,quarterly,California,1999,4,250.22
all-transactions,quarterly,California,2000,1,261.1
all-transactions,quarterly,California,2000,2,268.15
all-transactions,quarterly,California,2000,3,277.13
all-transactions,quarterly,California,2000,4,285.72
all-transactions,quarterly,California,2001,1,296.7
all-transactions,quarterly,California,2001,2,305.74
all-transactions,quarterly,California,2001,3,312.21
all-transactions,quarterly,California,2001,4,316.59
all-transactions,quarterly,California,2002,1,325.05
all-transactions,quarterly,California,2002,2,336.09
all-transactions,quarterly,California,2002,3,348.73
all-transactions,quarterly,California,2002,4,358.89
all-transactions,quarterly,California,2003,1,367.18
all-transactions,quarterly,California,2003,2,374.03
all-transactions,quarterly,California,2003,3,386.65
all-transactions,quarterly,California,2003,4,411.38
all-transactions,quarterly,California,2004,1,424.56
all-transactions,quarterly,California,2004,2,451.05
all-transactions,quarterly,California,2004,3,496.98
all-transactions,quarterly,California,2004,4,515.94
all-transactions,quarterly,California,2005,1,538.48
all-transactions,quarterly,California,2005,2,569.87
all-transactions,quarterly,California,2005,3,597.95
all-transactions,quarterly,California,2005,4,624.73
all-transactions,quarterly,California,2006,1,637.61
all-transactions,quarterly,California,2006,2,643.29
all-transactions,quarterly,California,2006,3,645.31
all-transactions,quarterly,California,2006,4,641.35
all-transactions,quarterly,California,2007,1,632.38
all-transactions,quarterly,California,2007,2,621.55
all-transactions,quarterly,California,2007,3,598.55
all-transactions,quarterly,California,2007,4,574.33
all-transactions,quarterly,California,2008,1,542.26
all-transactions,quarterly,California,2008,2,497.78
all-transactions,quarterly,California,2008,3,460.26
all-transactions,quarterly,California,2008,4,444.4
all-transactions,quarterly,California,2009,1,440.21
all-transactions,quarterly,California,2009,2,420.11
all-transactions,quarterly,California,2009,3,410.83
all-transactions,quarterly,California,2009,4,412.2
all-transactions,quarterly,California,2010,1,409.33
all-transactions,quarterly,California,2010,2,408.15
all-transactions,quarterly,California,2010,3,410.19
all-transactions,quarterly,California,2010,4,405.57
all-transactions,quarterly,California,2011,1,391.36
all-transactions,quarterly,California,2011,2,385.01
all-transactions,quarterly,California,2011,3,386.38
all-transactions,quarterly,California,2011,4,385.07
all-transactions,quarterly,California,2012,1,380.65
all-transactions,quarterly,California,2012,2,381.4
all-transactions,quarterly,California,2012,3,389.6
all-transactions,quarterly,California,2012,4,397.62
all-transactions,quarterly,California,2013,1,406.59
all-transactions,quarterly,California,2013,2,425.73
all-transactions,quarterly,California,2013,3,449.63
all-transactions,quarterly,California,2013,4,464.68
all-transactions,quarterly,California,2014,1,474.76
all-transactions,quarterly,California,2014,2,487.19
all-transactions,quarterly,California,2014,3,497.55
all-transactions,quarterly,California,2014,4,503.05
all-transactions,quarterly,California,2015,1,507.33
all-transactions,quarterly,California,2015,2,519.73
all-transactions,quarterly,California,2015,3,534.12
all-transactions,quarterly,California,2015,4,541.63
all-transactions,quarterly,California,2016,1,548.45
all-transactions,quarterly,California,2016,2,558.14
all-transactions,quarterly,California,2016,3,569.41
all-transactions,quarterly,California,2016,4,578.06
all-transactions,quarterly,California,2017,1,589.36
all-transactions,quarterly,California,2017,2,603.02
all-transactions,quarterly,California,2017,3,614.81
all-transactions,quarterly,California,2017,4,625.9
all-transactions,quarterly,California,2018,1,638.86
all-transactions,quarterly,California,2018,2,656.5
all-transactions,quarterly,California,2018,3,667.38
all-transactions,quarterly,Colorado,1975,1,54.32
all-transactions,quarterly,Colorado,1975,2,54.22
all-transactions,quarterly,Colorado,1975,3,54.5
all-transactions,quarterly,Colorado,1975,4,55.17
all-transactions,quarterly,Colorado,1976,1,54.73
all-transactions,quarterly,Colorado,1976,2,59.96
all-transactions,quarterly,Colorado,1976,3,59.84
all-transactions,quarterly,Colorado,1976,4,61.86
all-transactions,quarterly,Colorado,1977,1,64.57
all-transactions,quarterly,Colorado,1977,2,65.58
all-transactions,quarterly,Colorado,1977,3,69.16
all-transactions,quarterly,Colorado,1977,4,73.18
all-transactions,quarterly,Colorado,1978,1,76.2
all-transactions,quarterly,Colorado,1978,2,80.08
all-transactions,quarterly,Colorado,1978,3,84.39
all-transactions,quarterly,Colorado,1978,4,87.96
all-transactions,quarterly,Colorado,1979,1,91.85
all-transactions,quarterly,Colorado,1979,2,94.85
